metric,dataset_version,redis_durability,regime,system,crash_point,response_class,readback_keying,successes,total,rate,runs,ci_low,ci_high,resamples,bootstrap_seed,clusters,observations
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B0_NAIVE_RETRY,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B0_NAIVE_RETRY,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B0_NAIVE_RETRY,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B0_NAIVE_RETRY,mid_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B0_NAIVE_RETRY,mid_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_barrier_before_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_barrier_before_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_barrier_before_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_resolution_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_resolution_before_barrier,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_resolution_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_response_before_resolution,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_response_before_resolution,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,after_response_before_resolution,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,before_intent_write,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,mid_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B1_LEASE_ONLY,mid_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_barrier_before_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_barrier_before_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_barrier_before_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_resolution_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_resolution_before_barrier,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_resolution_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_response_before_resolution,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_response_before_resolution,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,after_response_before_resolution,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,before_intent_write,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,mid_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B2_CAS_ONLY,mid_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_barrier_before_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_barrier_before_dispatch,NO_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_barrier_before_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_intent_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_intent_before_barrier,NO_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_intent_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_resolution_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_resolution_before_barrier,NO_READBACK,CALLER_REFERENCE,9,30,0.3,3,0.2,0.4,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_resolution_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,2,30,0.06666666666666667,3,0.0,0.2,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_response_before_resolution,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_response_before_resolution,NO_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,after_response_before_resolution,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,2,30,0.06666666666666667,3,0.0,0.1,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,before_intent_write,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,mid_dispatch,NO_READBACK,CALLER_REFERENCE,30,30,1.0,3,1.0,1.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B3_INTENT_NO_BARRIER,mid_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,2,30,0.06666666666666667,3,0.0,0.1,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_barrier_before_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_barrier_before_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_barrier_before_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_intent_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_intent_before_barrier,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_intent_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_resolution_before_barrier,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_resolution_before_barrier,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_resolution_before_barrier,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_response_before_resolution,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_response_before_resolution,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,after_response_before_resolution,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,before_intent_write,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,mid_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
