run_id,regime,system,crash_point,endpoint,response_class,readback_keying,execution_id,outcome_class,status,applied_effects,crashed,dispatch_attempts,step_latency_ms,recovery_latency_ms,undetected_duplicate,lost_effect
aep_full-none-ledger_postings-8530cc0f-r0,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,ec75ffe7-9742-4866-9652-4c9bc2518367,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r1,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,0d261bb6-0e68-41b7-9f9f-262bd6c538eb,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r10,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,05f3cbe8-2508-4b49-a139-cbb1f621b18d,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r11,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,bde8cd6b-2b99-4e59-a90e-7050e43d909a,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r12,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,0ea7c3b1-feac-476a-9873-14890707d1e9,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r13,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,daceb462-7fbd-4c18-8d18-1fe6b8785024,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r14,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,1f8919ca-d553-4c9b-b3c2-41d2afe3b374,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r15,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,2e122981-bd97-4efa-bba9-e837a708a2c3,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r16,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,9cbbb83f-9ac0-477f-a4a3-24104e39fed3,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r17,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,4a9796f1-5775-4514-85b3-3d82fbed818f,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r18,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,bdf6008d-7bfa-4394-a5ae-2a3213a2a64b,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r19,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,82ce108b-8d32-4afd-9006-d19e9a72c6a8,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r2,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,a2d35070-bb43-4ab4-b63c-9acf5b72cdde,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r20,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,6cb427cc-269b-4090-bee1-6afad4b27777,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r21,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,5d053436-2ec7-41a4-982c-a4a5e6de3da1,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r22,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,eb2283f5-c3f8-4dab-8207-886c9f0f3c44,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r23,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,2ae25135-758a-4927-806f-61eaf59ccbc1,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r24,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,83f38e36-245a-4db0-80c2-62cdc0fa85da,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r25,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,af98ea9e-24c5-4f69-a439-3ec64381334c,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r26,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,8d905412-0d44-4e78-85c1-ed67de9e3c99,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r27,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,4712d371-6cd6-4095-ac29-b3fec7f2e2c9,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r28,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,ccd1d0c1-671b-4e4c-8461-97e5d2bd137a,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r29,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,f9d56c84-d626-49e0-bda4-f9a4a29ce349,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,1,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r3,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,b1f3513f-22a5-4fa1-866b-4c681d1390ee,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r4,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,d5bdac6c-80f1-4dbe-a28e-842d93816436,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r5,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,be23056c-37fa-4fb5-b747-9c7d9fb6e990,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
aep_full-none-ledger_postings-8530cc0f-r6,redis-kill-preack,AEP_FULL,none,ledger_postings,NO_READBACK,CALLER_REFERENCE,4c74b18e-ea4d-4043-8233-0437db941ad4,DECLARED_AMBIGUOUS,PERMANENTLY_AMBIGUOUS,0,0,0,,,0,0
